برلين ترفض حصول شركة اميركية على رخصة تصنيع دبابة " ليوبارد " الالمانية	X VERB NOUN NOUN ADJ ADP NOUN NOUN NOUN PUNCT X PUNCT ADJ
لندن 16 - 7 ( اف ب ) - ذكرت صحيفة " صنداي تلغراف " اليوم الاحد ان الصين وبريطانيا و بريطانيا رفضتا منح تاشيرات لممثلي ل ممثلي كل منهما من هما المكلفين التحقيق في وفاة 58 مهاجرا صينيا غير شرعي الشهر الماضي داخل حافلة لنقل ل نقل البضائع .	X NUM PUNCT NUM PUNCT X X PUNCT PUNCT VERB NOUN PUNCT X X PUNCT NOUN NOUN SCONJ NOUN _ CCONJ X VERB NOUN NOUN _ ADP NOUN NOUN _ ADP PRON ADJ NOUN ADP NOUN NUM NOUN ADJ NOUN ADJ NOUN ADJ ADP NOUN _ ADP NOUN NOUN PUNCT
واشارت و أشارت الصحيفة الى ان السلطات الصينية رفضت منح تاشيرات الى عناصر من رجال الشرطة البريطانية كانوا يريدون فتح تحقيق حول ماضي الضحايا الذين عثر عليهم علي هم مختنقين في 18 حزيران / يونيو بعد ان نقلت شاحنتهم شاحنة هم على متن سفينة من بلجيكا الى دوفر .	_ CCONJ VERB NOUN ADP SCONJ NOUN ADJ VERB NOUN NOUN ADP NOUN ADP NOUN NOUN ADJ VERB VERB NOUN NOUN ADP NOUN NOUN DET VERB _ ADP PRON ADJ ADP NUM NOUN PUNCT NOUN ADP SCONJ VERB _ NOUN PRON ADP NOUN NOUN ADP X ADP X PUNCT
ونقلت و نقلت صنداي تلغراف عن مسؤول بريطاني قوله قول ه ان السلطات الصينية رفضت منح التاشيرات بسبب ب سبب تحفظات لندن بالسماح ب السماح لمسؤولين ل مسؤولين صينيين بالدخول ب الدخول الى بريطانيا لاستجواب ل استجواب اثنين من الناجين من هذه الماساة .	_ CCONJ VERB X X ADP NOUN ADJ _ NOUN PRON SCONJ NOUN ADJ VERB NOUN NOUN _ ADP NOUN NOUN X _ ADP NOUN _ ADP NOUN ADJ _ ADP NOUN ADP X _ ADP NOUN NUM ADP X ADP DET NOUN PUNCT
واضاف و أضاف المسؤول " انهم إن هم ( الصينيون ) يريدون ان يصعبوا لنا ل نا الامور لاننا لأن نا لا نسمح لهم ل هم بالتحدث ب التحدث الى الباقين على قيد الحياة . وكان و كان من المقرر ان نسافر يوم الاثنين ولكن و لٰكن الصينيين يؤخرون المعاملات " واضاف و أضاف " انه إن ه امر كلاسيكي يندرج في اطار المعاملة بالمثل ب المثل " .	_ CCONJ VERB NOUN PUNCT _ SCONJ PRON PUNCT ADJ PUNCT VERB SCONJ X _ ADP PRON NOUN _ CCONJ PRON PART X _ ADP PRON _ ADP NOUN ADP ADJ ADP NOUN NOUN PUNCT _ CCONJ AUX ADP ADJ SCONJ X NOUN NOUN _ CCONJ CCONJ ADJ VERB NOUN PUNCT _ CCONJ VERB PUNCT _ PART PRON NOUN ADJ VERB ADP NOUN NOUN _ ADP NOUN PUNCT PUNCT
واشارت و أشارت الصحيفة الى ان لندن لا تسمح لمسؤولين ل مسؤولين صينيين بالدخول ب الدخول الى بريطانيا بسبب ب سبب احتمال القيام باعمال ب أعمال انتقامية ضد اعضاء من عائلات الناجين لا يزالون في الصين .	_ CCONJ VERB NOUN ADP SCONJ X PART VERB _ ADP NOUN ADJ _ ADP NOUN ADP X _ ADP NOUN NOUN NOUN _ ADP NOUN ADJ ADP NOUN ADP NOUN X PART VERB ADP NOUN PUNCT
واكدت و أكدت صنداي تلغراف ان المحققين البريطانيين تمكنوا من تحديد هوية معظم الضحايا ولكنهم و لٰكن هم يرغبون في التحقق من هوية عدد منهم من هم بالتوجه ب التوجه الى مسقط راسهم رأس هم في محافظة فوجيان للحصول ل الحصول على عينات من الحمض الريبي النووي .	_ CCONJ VERB X X SCONJ NOUN ADJ VERB ADP NOUN NOUN NOUN NOUN _ CCONJ CCONJ PRON VERB ADP NOUN ADP NOUN NOUN _ ADP PRON _ ADP NOUN ADP NOUN _ NOUN PRON ADP NOUN X _ ADP NOUN ADP X ADP NOUN ADJ ADJ PUNCT
عرفات فى فيتنام لعدة ل عدة ساعات	X ADP X _ ADP NOUN NOUN
هانوي 15 - 8 ( اف ب ) - اعلنت وزارة الخارجية الفيتنامية ان الرئيس الفلسطيني ياسر عرفات وصل اليوم الثلاثاء الى هانوي فى زيارة عمل لفيتنام ل فيتنام لعدة ل عدة ساعات .	X NUM PUNCT NUM PUNCT X X PUNCT PUNCT VERB NOUN NOUN ADJ SCONJ NOUN ADJ X X VERB NOUN NOUN ADP X ADP NOUN NOUN _ ADP X _ ADP NOUN NOUN PUNCT
واوضح و أوضح المصدر نفسه نفس ه ان عرفات سيلتقي س يلتقي نظيره نظير ه الفيتنامي تران دوك لوونغ .	_ CCONJ VERB NOUN _ NOUN PRON SCONJ X _ AUX VERB _ NOUN PRON ADJ X X X PUNCT
وقد و قد وصل الزعيم الفلسطينيني قادما من الصين التى زارها زار ها لمدة ل مدة 24 ساعة وحصل و حصل فيها في ها على تاييد حذر لمشروع ل مشروع اعلان الدولة الفلسطينية في 13 ايلول / سبتمبر من جانب واحد .	_ CCONJ AUX VERB NOUN X ADJ ADP NOUN DET _ VERB PRON _ ADP NOUN NUM NOUN _ CCONJ VERB _ ADP PRON ADP X NOUN _ ADP NOUN NOUN NOUN ADJ ADP NUM NOUN PUNCT NOUN ADP NOUN ADJ PUNCT
وكان و كان عرفات زار بعد فشل قمة كامب ديفيد في 25 تموز / يوليو عشرين من دون ان يحظى على ما يبدو بدعم ب دعم حاسم لمشروع ل مشروع اعلان الدولة الفلسطينية .	_ CCONJ VERB X VERB ADP NOUN NOUN X X ADP NUM NOUN PUNCT NOUN X ADP ADP SCONJ VERB ADP DET VERB _ ADP NOUN ADJ _ ADP NOUN NOUN NOUN ADJ PUNCT
وقد و قد حذرت روسيا الحليف التقليدي للفلسطينيين ل الفلسطينيين الجمعة الماضي عرفات من التسرع فى اعلان الدولة .	_ CCONJ AUX VERB X ADJ ADJ _ ADP NOUN NOUN ADJ X ADP NOUN ADP NOUN NOUN PUNCT
وسبق و سبق لعرفات ل عرفات فى نيسان / ابريل 1999 ان زار هانوي التى كانت على الدوام تعرب عن مواقف مؤيدة للقضية ل القضية الفلسطينية مع سعيها سعي ها الى تنمية علاقاتها علاقات ها الاقتصادية مع اسرائيل .	_ CCONJ VERB _ ADP NOUN ADP NOUN PUNCT NOUN NUM SCONJ VERB X DET VERB ADP NOUN VERB ADP NOUN NOUN _ ADP NOUN ADJ ADP _ NOUN PRON ADP NOUN _ NOUN PRON ADJ ADP NOUN PUNCT
كما استضافت هانوي مؤتمرا اسيويا للامم ل الأمم المتحدة حول فلسطينيين فى اذار / مارس الماضي .	CCONJ VERB X NOUN ADJ _ ADP NOUN ADJ ADP NOUN ADP NOUN PUNCT NOUN ADJ PUNCT
ومن و من المقرر ان يزور عرفات ايضا كلا من كوالا لمبور وجاكرتا و جاكرتا وطوكيو و طوكيو وفق ما اكدت المصادر الفلسطينية .	_ CCONJ ADP ADJ SCONJ VERB X ADV NOUN ADP X X _ CCONJ VERB _ CCONJ X ADP DET VERB NOUN X PUNCT
بدا لم شمل العائلات بين شطري كوريا	VERB X NOUN NOUN ADP NOUN X
سيول 15 - 8 ( اف ب ) - بدا اليوم الثلاثاء لم شمل العائلات الكورية بين شطري شبه الجزيرة التى قسمتها قسمت ها الحرب قبل نصف قرن ، وهبطت و هبطت طائرة تابعة للخطوط ل الخطوط الجوية الكورية " اير كوريو " في مطار سيول اليوم الثلاثاء لتصبح ل تصبح اول طائرة كورية شمالية تهبط في كوريا الجنوبية منذ الحرب الكورية التي استمرت من 1950 الى 1953 .	X NUM PUNCT NUM PUNCT X X PUNCT PUNCT VERB NOUN NOUN X NOUN NOUN ADJ ADP NOUN NOUN NOUN DET _ VERB PRON NOUN ADP NOUN NOUN PUNCT _ CCONJ VERB NOUN ADJ _ ADP NOUN ADJ ADJ PUNCT X ADJ PUNCT ADP NOUN X NOUN NOUN _ CCONJ VERB ADJ NOUN ADJ ADJ VERB ADP X ADJ ADP NOUN ADJ DET VERB ADP NUM ADP NUM PUNCT
وكانت و كانت الطائرة وهي و هي من نوع اليوشن 62 تنقل 151 شخصا . وسيلتقي و س يلتقي 100 من الكوريين الشماليين على متن الطائرة مع عدد من الصحافيين والرسميين و الرسميين خلال النهار اقارب لهم ل هم يقيمون في كوريا الجنوبية ولا و لا يعرفون شيئا عنهم عن هم منذ فترة طويلة ، وغالبا و غالبا منذ نهاية الحرب .	_ CCONJ VERB NOUN _ CCONJ PRON ADP NOUN X NUM VERB NUM NOUN PUNCT _ CCONJ AUX VERB NUM ADP ADJ ADJ ADP NOUN NOUN ADP NOUN ADP NOUN _ CCONJ ADJ ADP NOUN NOUN _ ADP PRON X ADP X ADJ _ CCONJ PART VERB NOUN _ ADP PRON ADP NOUN ADJ PUNCT _ CCONJ NOUN ADP NOUN NOUN PUNCT
وقد و قد عادت الطائرة نفسها نفس ها الى بيونغيانغ وعلى و على متنها متن ها 100 كوري جنوبي للقاء ل لقاء اقارب في عاصمة كوريا الشمالية .	_ CCONJ AUX VERB NOUN _ NOUN PRON ADP X _ CCONJ ADP _ NOUN PRON NUM ADJ ADJ _ ADP NOUN NOUN ADP NOUN X ADJ PUNCT
وهذا و هٰذا التبادل الاول للزيارات ل الزيارات العائلية منذ 1985 قد تقرر خلال اول قمة بين رئيسي الكوريتين في حزيران / يونيو الماضي .	_ CCONJ DET NOUN ADJ _ ADP NOUN ADJ ADP NUM AUX VERB ADP ADJ NOUN ADP NOUN ADJ ADP NOUN PUNCT NOUN ADJ PUNCT
فقد ف قد تعهد الرئيس الكوري الجنوبي كيم داي - جونغ ورئيس و رئيس كوريا الشمالية كيم جونغ - ايل انذاك بطي ب طي صفحة نصف قرن من العداء والسعي و السعي الى اعادة توحيد البلاد .	_ CCONJ AUX VERB NOUN ADJ ADJ X X PUNCT X _ CCONJ NOUN X ADJ X X PUNCT X ADV _ ADP NOUN NOUN NOUN NOUN ADP NOUN _ CCONJ NOUN ADP NOUN NOUN NOUN PUNCT
اسرائيل تقترح ترتيبات للقاء ل لقاء العائلات على الحدود مع لبنان	X VERB NOUN _ ADP NOUN NOUN ADP NOUN ADP X
القدس 15 - 8 ( اف ب ) - اقترح رئيس الوزراء الاسرائيلي ايهود باراك اليوم الثلاثاء ان تعمل اسرائيل ولبنان و لبنان على تنظيم نقاط تتم عندها عند ها اللقاءات العائلية على الحدود بينهما بين هما .	NOUN NUM PUNCT NUM PUNCT X X PUNCT PUNCT VERB NOUN NOUN ADJ X X NOUN NOUN SCONJ VERB NOUN _ CCONJ NOUN ADP NOUN NOUN VERB _ ADP PRON NOUN ADJ ADP NOUN _ ADP PRON PUNCT
وقالت و قالت الاذاعة الاسرائيلية العامة ان باراك اقترح ان تكون هذه النقاط " تحت اشراف الامم المتحدة " .	_ CCONJ VERB NOUN ADJ ADJ SCONJ X VERB SCONJ VERB DET NOUN PUNCT ADP NOUN NOUN ADJ PUNCT PUNCT
واضافت و أضافت ان الترتيبات ستتيح س تتيح للعائلات ل العائلات خصوصا الفلسطينية ان تلتقي بطريقة ب طريقة اكثر انسانية مع توفير الحد الادنى من الراحة .	_ CCONJ VERB SCONJ NOUN _ AUX VERB _ ADP NOUN NOUN ADJ SCONJ VERB _ ADP NOUN ADJ ADJ ADP NOUN NOUN ADJ ADP NOUN PUNCT
وقال و قال باراك الذي يمضى حاليا اجازة فى شمال اسرائيل ان الدولة العبرية لم تكن تسمح حتى الان بمثل ب مثل هذه اللقاءات في المنطقة التى تعتبرها تعتبر ها " منطقة عسكرية مقفلة " .	_ CCONJ VERB X DET VERB ADJ NOUN ADP NOUN NOUN SCONJ NOUN ADJ PART VERB VERB ADP NOUN _ ADP ADP DET NOUN ADP NOUN DET _ VERB PRON PUNCT NOUN ADJ ADJ PUNCT PUNCT
وقد و قد راحت العائلات الفلسطينية في لبنان واسرائيل و إسرائيل بعد انسحاب القوات الاسرائيلية من جنوب لبنان فى 24 ايار / مايو الماضي تتوجه الى جانبي الحدود لكي تلتقي ، لكن الجيش الاسرائيلي منع مثل هذه اللقاءات بعد وقوع عدد من الصدامات عند الاسلاك الشائكة على الحدود .	_ CCONJ AUX VERB NOUN ADJ ADP NOUN _ CCONJ NOUN ADP NOUN NOUN ADJ ADP NOUN NOUN ADP NUM NOUN PUNCT NOUN ADJ VERB ADP NOUN NOUN CCONJ VERB PUNCT CCONJ NOUN ADJ VERB ADP DET NOUN ADP NOUN NOUN ADP NOUN ADP NOUN ADJ ADP NOUN PUNCT
من جهة اخرى اعلن الجنرال غابي اشكينازي قائد المنطقة الشمالية التى تشمل الحدود مع لبنان اليوم الثلاثاء ان اسرائيل " تبذل ما تستطيع لتجنب ل تجنب التصعيد فى لبنان " على الرغم مما يسببه يسبب ه رشق الحجارة من اذى .	ADP NOUN ADJ VERB NOUN X X NOUN NOUN ADJ DET VERB NOUN ADP NOUN NOUN NOUN SCONJ X PUNCT VERB DET VERB _ ADP NOUN NOUN ADP NOUN PUNCT ADP NOUN CCONJ _ VERB PRON VERB NOUN ADP NOUN PUNCT
وندد و ندد الجنرال اشكينازي باستمرار ب استمرار رشق الحجارة على بوابة فاطمة مشيرا الى ان وحدات من المظلييين نشرت فى المنطقة وهي و هي مزودة باوامر ب أوامر لضبط ل ضبط النفس .	_ CCONJ VERB NOUN X _ ADP NOUN VERB NOUN ADP NOUN X ADJ ADP SCONJ NOUN ADP X VERB ADP NOUN _ CCONJ PRON ADJ _ ADP NOUN _ ADP NOUN NOUN PUNCT
دورة مونتريال : كورنيكوفا الى المرحلة الثانية	NOUN X PUNCT X ADP NOUN ADJ
مونتريال 15 - 8 ( أ ف ب ) - بلغت الروسية آنا كورنيكوفا المرحلة الثانية من دورة مونتريال الكندية الدولية لكرة ل كرة المضرب البالغة جوائزها جوائز ها 08 ر 1 مليون دولار بفوزها ب فوز ها على كارا بلاك من زيمبابوي 6 - 3 و 7 - 6 ( 7 - 4 ) .	X NUM PUNCT NUM PUNCT X X X PUNCT PUNCT VERB NOUN X X NOUN ADJ ADP NOUN X ADJ ADJ _ ADP NOUN NOUN ADJ _ NOUN PRON NUM PUNCT NUM NUM NOUN _ ADP NOUN PRON ADP X X ADP X NUM PUNCT NUM CCONJ NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT PUNCT
وفازت و فازت الاميركية تشاندا روبن على الارجنتينية باولا سواريز 6 - 7 ( 5 - 7 ) و 6 - 2 و 6 - 2 ، والاسبانية و الإسبانية فيرجينيا روانو باسكوال _ على الكندية فانيسا ويب 6 - 4 و 6 - 4 ، والفرنسية و الفرنسية ناتالي ديشي على الاميركية الكساندرا ستيفنسون 6 - 3 و 6 - 4 ، والسويسرية و السويسرية باتي شنايدر على الروسية ايلينا ليخوفتسيفا 7 - 5 و 6 - 3 ، والسلوفاكية و السلوفاكية هنرييتا ناغيوفا على التشيكية دينيزا شلادكوفا 2 - 6 و 7 - 5 و 6 - 3 ، والفرنسية و الفرنسية ساره بيتكوفسكي على الاسبانية ماغي سيرنا 6 - 2 و 6 - 2 ، والرومانية و الرومانية روكساندرا دراغومير على الاسبانية انجيليس مونتوليو 6 - 1 و 7 - 5 ، والاسبانية و الإسبانية غالا ليون غارسيا على اليابانية اي سوغيياما 4 - 6 و 6 - صفر و 6 - 1 ، واللوكسمبورغية آن كريمير على الروسية اناستازيا ميسكينا 6 - 4 و 6 - 1 .	_ CCONJ VERB NOUN X X ADP NOUN X X NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT CCONJ NUM PUNCT NUM CCONJ NUM PUNCT NUM PUNCT _ CCONJ NOUN X X X _ ADP NOUN X X NUM PUNCT NUM CCONJ NUM PUNCT NUM PUNCT _ CCONJ NOUN X X ADP NOUN X X NUM PUNCT NUM CCONJ NUM PUNCT NUM PUNCT _ CCONJ NOUN X X ADP NOUN X X NUM PUNCT NUM CCONJ NUM PUNCT NUM PUNCT _ CCONJ NOUN X X ADP X X X NUM PUNCT NUM CCONJ NUM PUNCT NUM CCONJ NUM PUNCT NUM PUNCT _ CCONJ NOUN X X ADP NOUN X X NUM PUNCT NUM CCONJ NUM PUNCT NUM PUNCT _ CCONJ ADJ X X ADP NOUN X X NUM PUNCT NUM CCONJ NUM PUNCT NUM PUNCT _ CCONJ NOUN X X X ADP ADJ X X NUM PUNCT NUM CCONJ NUM PUNCT X CCONJ NUM PUNCT NUM PUNCT X X X ADP NOUN X X NUM PUNCT NUM CCONJ NUM PUNCT NUM PUNCT
وفازت و فازت البلجيكية جوستين هنين على السويدية ازا كارلسون 6 - 2 و 4 - 6 و 6 - 3 ، والروسية و الروسية تاتيانا بانوفا _ على الكولومبية فابيولا زولواغا 6 - 4 و 6 - 1 ، والبلجيكية و البلجيكية سابين ابلمانس على الاسترالية يلينا دوكيتش 6 - 7 ( 6 - 8 ) و 6 - 4 و 7 - 6 ( 7 - 5 ) ، والاميركية و الأميركية آني ميلر على مواطنتها مواطنة ها اريكا دي لون 6 - 4 و 3 - 6 و 6 - 1 ، والجنوب و الجنوب افريقية اماندا كوتزر على التايلاندية تامارين تاناسوغارن 6 - 2 و 6 - 2 ، والكندية و الكندية يانا نييدلي على الاميركية سامانتا ريفز 6 - 3 و 6 - 3 .	_ CCONJ VERB NOUN X X ADP ADJ X X NUM PUNCT NUM CCONJ NUM PUNCT NUM CCONJ NUM PUNCT NUM PUNCT _ CCONJ NOUN X X _ ADP ADJ X X NUM PUNCT NUM CCONJ NUM PUNCT NUM PUNCT _ CCONJ NOUN X X ADP NOUN X X NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT CCONJ NUM PUNCT NUM CCONJ NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT PUNCT _ CCONJ NOUN X X ADP _ NOUN PRON X X X NUM PUNCT NUM CCONJ NUM PUNCT NUM CCONJ NUM PUNCT NUM PUNCT _ CCONJ NOUN NOUN X X ADP ADJ X X NUM PUNCT NUM CCONJ NUM PUNCT NUM PUNCT _ CCONJ NOUN X X ADP NOUN X X NUM PUNCT NUM CCONJ NUM PUNCT NUM PUNCT
شركة + ميغ + الروسية للطائرات ل الطائرات تريد تعزيز موقعها موقع ها في السوق الاوروبية	NOUN SYM X SYM ADJ _ ADP NOUN VERB NOUN _ NOUN PRON ADP NOUN ADJ
موسكو 15 - 8 ( اف ب ) - اعلن غينادي ارخيبوف نائب مدير شركة + ميغ + لصنع ل صنع الطائرات امس الاثنين ان الشركة تجري مفاوضات مع المجر والنمسا و النمسا وتسعى و تسعى الى تعزيز موقعها موقع ها في السوق الاوروبية .	X NUM PUNCT NUM PUNCT X X PUNCT PUNCT VERB X X NOUN NOUN NOUN SYM X SYM _ ADP NOUN NOUN ADV NOUN SCONJ NOUN VERB NOUN ADP NOUN _ CCONJ X _ CCONJ VERB ADP NOUN _ NOUN PRON ADP NOUN ADJ PUNCT
